index,link,title,description,positive,negative,neutral,compound,Month
0,https://news.mb.com.ph/2019/12/12/us-warns-north-korea-of-consequences-for-christmas-gift/,US warns North Korea of consequences for 'Christmas gift',"1 hour ago · At the UN Security Council, the US ambassador, Kelly Craft, voiced concern that ... Trump has hailed his relationship with North Korean leader Kim Jong Un after...",0.257,0.124,0.619,0.3612,December
1,https://www.washingtontimes.com/news/2019/dec/11/north-korea-defector-warns-donald-trump-kim-jong-u/,"North Korea defector warns Donald Trump on Kim Jong-un, nuclear ...",3 hours ago · A high-level defector from Kim Jong-un's regime has sent a letter to President Trump warning that he has been “tricked” into believing the North Korean leader...,0.0,0.323,0.677,-0.5106,December
2,https://www.ksl.com/article/46689157/us-calls-un-meeting-on-north-korea-missiles-not-rights,"US calls UN meeting on North Korea missiles, not rights",4 hours ago · It was taking place less than three weeks before North Korean leader Kim Jong Un's end-of-December deadline for the U.S. to come up with new proposals to...,0.0,0.0,1.0,0.0,December
3,https://stockdailydish.com/body-of-kim-jong-uns-brother-is-embalmed-in-malaysia/,Body of Kim Jong-un's brother is embalmed in Malaysia,4 hours ago · Body of Kim Jong-un's brother is embalmed in Malaysia a month after his murder as no relatives dare come forward to claim it for fear they will be assassinated...,0.0,0.0,1.0,0.0,December
4,https://chicago.suntimes.com/columnists/2019/12/11/21011778/north-korea-kim-jong-un-united-nations-security-council-mona-charen,United States blocks a probe of crimes against humanity in North ...,4 hours ago · It's easy to treat Kim Jong Un as a figure of ridicule. I've done it myself. His foreign ministry issues statements like this: “If any language and expressions stoking...,0.204,0.139,0.657,0.2263,December
5,https://www.channelnewsasia.com/news/asia/us-warns-north-korea-of-consequences-of-missile-test-12177854,US warns North Korea of consequences of missile test,"5 hours ago · US President Donald Trump and North Korea's leader Kim Jong Un at the Demilitarized Zone(DMZ) on Jun 30, 2019, in Panmunjom, Korea. (Photo:...",0.0,0.149,0.851,-0.1027,December
6,https://www.wbur.org/hereandnow/2019/12/11/deadline-looms-north-korea-nuclear-talks,Deadline Looms On U.S.-North Korea Nuclear Talks,"10 hours ago · The United Nations Security Council meets Wednesday to discuss North Korea's latest missile launches. Meanwhile, North Korean leader Kim Jong Un has...",0.0,0.211,0.789,-0.1531,December
7,https://www.cnsnews.com/article/international/patrick-goodenough/kim-jong-uns-deadline-nears-regime-resorts-insulting-trump,"As Kim Jong Un's Deadline Nears, Regime Resorts to Insulting ...","18 hours ago · In a speech last spring, Kim Jong Un set a year-end deadline for the U.S. to make a “bold decision” that shows a willingness to change its approach.",0.0,0.242,0.758,-0.4939,December
8,https://www.cnbc.com/2019/12/11/how-the-us-north-korea-nuclear-crisis-could-unfold-by-year-end.html,Here's how the US-North Korea nuclear crisis could unfold before ...,"20 hours ago · In response, U.S. President Donald Trump said on Twitter that North Korean leader Kim Jong Un risks losing “everything” if he acts in a hostile manner. He also...",0.0,0.291,0.709,-0.6249,December
9,http://world.kbs.co.kr/service/news_view.htm%3Flang%3De%26Seq_Code%3D149941,Pompeo Urges Kim Jong-un to Keep ICBM Moratorium,"21 hours ago · Anchor: UN Security Council member states, as well as South Korea, are scheduled to hold a meeting in New York on Wednesday to discuss North Korea's...",0.0,0.0,1.0,0.0,December
10,https://theprint.in/world/north-koreas-kim-jong-un-tests-donald-trumps-patience-with-nuclear-bomb-tests-taunts/333398/,North Korea's Kim Jong-un tests Donald Trump's patience with ...,21 hours ago · At the crux of the president's calculations is whether it's worthwhile to keep pressing North Korea's Kim Jong Un to negotiate even though he's no closer to giving...,0.0,0.0,1.0,0.0,December
11,https://www.ft.com/content/d033c254-1ba6-11ea-9186-7348c2f183af,North Korean defectors reveal wretched state of female healthcare,"1 day ago · ... 100,000 births, 15 times higher than what had been reported in UN data and ... convince North Korean dictator Kim Jong Un to give up his nuclear weapons.",0.0,0.223,0.777,-0.3182,December
12,https://www.wsj.com/articles/how-to-defeat-kim-jong-un-11576021495,How to Defeat Kim Jong Un,"1 day ago · Kim Jong Un publicly announced as much nearly two years ago, on New Year's Day 2018. Mr. Kim successfully parlayed a temporary halt to nuclear and ICBM...",0.0,0.375,0.625,-0.4588,December
13,https://www.yahoo.com/entertainment/trump-caves-kim-jong-un-173100074.html,Trump Caves to Kim Jong-un (Again),"1 day ago · President Trump has made a few friends around the world since taking office, but none are as “special” as Kim Jong-un, the murderous North Korean dictator...",0.0,0.0,1.0,0.0,December
14,https://www.thedailybeast.com/trump-and-his-generals-president-called-for-evacuation-of-seoul-to-scare-kim-jong-un-new-book-claims,"Trump Called for Evacuation of Seoul to Scare Kim Jong Un, New ...","1 day ago · President Donald Trump called for the evacuation of Seoul to fool Kim Jong Un into thinking that war was imminent, a new book claims. In Trump and His...",0.0,0.211,0.789,-0.4939,December
15,https://www.voanews.com/east-asia-pacific/n-korea-unveils-hot-spring-ski-resort-next-big-tourism-push,N. Korea Unveils Hot Spring Ski Resort in Next Big Tourism Push,1 day ago · SEOUL - North Korean leader Kim Jong Un held a ribbon-cutting ceremony for North Korea's new mountainous luxury spa. Video released by North Korean...,0.0,0.0,1.0,0.0,December
16,https://www.dailynk.com/english/north-koreans-living-near-prominent-university-face-eviction/,N. Koreans living near prominent university face eviction - Daily NK,"1 day ago · North Korean leader Kim Jong Un recently ordered the designation of Kim Jong Un National Defense University as a “secret base,” sparking evictions of some...",0.173,0.226,0.602,-0.1779,December
17,https://www.thestatesman.com/world/n-korea-warns-donald-trump-stop-abusive-language-kim-jong-un-1502831773.html,N Korea warns Donald Trump to stop 'abusive language' against ...,"1 day ago · North Korea on Monday warned US President Donald Trump to stop “abusive language” that may offend its leader Kim Jong-un, according to reports.",0.0,0.527,0.473,-0.7783,December
18,https://www.newkerala.com/news/read/262068/kim-jong-un-might-lose-special-relationship-trump-warns-after-north-korea-conducted-important-test.html,Kim Jong un might lose special relationship: Trump warns after ...,"1 day ago · Washington , Dec 9 : Amid reports that North Korea conducted an important test at a missile site, US President Donald Trump on Sunday warned that Kim Jong...",0.182,0.277,0.541,-0.1027,December
19,https://www.ibtimes.com/kim-jong-un-vs-trump-north-korea-insults-potus-erratic-old-man-2882445,"Kim Jong Un vs. Trump: North Korea Insults POTUS, 'Erratic Old Man'","2 days ago · A North Korean official has called US President Donald Trump a “heedless and erratic old man,” marking a new low in the war of words between the two...",0.0,0.203,0.797,-0.4215,December
20,https://www.nytimes.com/2019/12/09/world/asia/north-korea-trump.html,Trump Officials Block U.N. Meeting on Human Rights Abuses in ...,2 days ago · Kim Yong-chol visited Mr. Trump at the White House in June 2018 and again in January this year to deliver letters written to the president by Kim Jong-un. In the...,0.0,0.419,0.581,-0.7579,December
21,http://www.donga.com/en/article/all/20191210/1923515/1/Kim-Jong-Un-goes-reckless,Kim Jong Un goes reckless : The DONG-A ILBO,"2 days ago · U.S. President Donald Trump tweeted Sunday (local time), “Kim Jong Un is too smart and has far too much to lose, everything actually, if he acts in a hostile way...",0.0,0.278,0.722,-0.4019,December
22,https://upolitics.com/news/kim-jong-un-threatens-u-s-ominously-with-a-christmas-gift/,Kim Jong Un Threatens U.S. Ominously With A 'Christmas Gift',2 days ago · North Korean leader Kim Jong Un has promised to give the U.S. a “Christmas gift” if ongoing talks with the U.S. don't improve. Some North Korea experts have...,0.232,0.208,0.56,0.0772,December
23,https://time.com/5746864/united-nations-north-korea-human-rights-meeting/,U.S. Backs Out of U.N. Meeting on Human Rights Situation in North ...,"2 days ago · North Korea's U.N. ambassador, Kim Song, sent a letter to all 14 council members .... between Trump and North Korean leader Kim Jong Un failed last February.",0.0,0.091,0.909,-0.0516,December
24,https://www.voanews.com/east-asia-pacific/us-forgoes-un-meeting-dprk-human-rights-comprehensive-update,US Forgoes UN Meeting on DPRK Human Rights for ...,"2 days ago · FILE - A combination photo shows North Korean leader Kim Jong Un in Pyongyang, ... UNITED NATIONS - The United States has abandoned plans for a U.N....",0.0,0.0,1.0,0.0,December
25,https://www.thehour.com/news/article/Why-Trump-s-strong-Denuclearization-Agreement-14893142.php,Why Trump's 'strong Denuclearization Agreement' with Kim Jong Un ...,"2 days ago · In the summer of 2018, President Donald Trump met with North Korea's Kim Jong Un in Singapore. It was a historic meeting - Washington and Pyongyang had...",0.448,0.0,0.552,0.7579,December
26,https://foreignpolicy.com/2019/12/09/white-house-blocks-un-meeting-north-korea-atrocities-trump-kim/,"Desperate to Save Diplomacy, White House Blocks U.N. Meeting on ...","2 days ago · Desperate to Save Diplomacy, White House Blocks U.N. Meeting on North Korean .... “Kim Jong Un is too smart and has far too much to lose, everything actually,...",0.208,0.273,0.519,0.0,December
27,https://www.cnn.com/2019/12/09/asia/north-korea-trump-erratic-old-man-intl/index.html,North Korean official calls Trump an 'erratic old man' as war of words picks up pace,"2 days ago · It comes a day after Trump warned that the North Korean leader Kim Jong Un could ""void"" their ""special relationship"" following reports that the hermit nation...",0.0,0.206,0.794,-0.5994,December
28,https://www.ibtimes.com/north-korea-wants-tourism-kim-jong-un-inaugurates-mountain-spa-ski-resort-bid-entice-2882083,North Korea Wants Tourism? Kim Jong Un Inaugurates Mountain ...,"2 days ago · North Korean leader Kim Jong Un has cut the ribbon on the Yangdok Hot Spring Cultural Recreation Center, a mountain spa and ski resort intended to entice...",0.0,0.0,1.0,0.0,December
29,https://www.nknews.org/2019/12/kim-jong-un-still-deciding-final-judgment-top-party-official-cautions-trump/,"Kim Jong Un still deciding ""final judgment,"" senior official cautions ...","2 days ago · North Korean leader Kim Jong Un has not yet revealed his ""final judgment"" about the fate of his country's negotiations with the U.S., but President Donald Trump...",0.0,0.0,1.0,0.0,December
30,https://thediplomat.com/2019/12/trump-north-koreas-kim-jong-un-could-lose-everything-if-hostile-behavior-continues/,Trump: North Korea's Kim Jong Un Could Lose 'Everything' If 'Hostile ...,"2 days ago · In a statement posted to Twitter on Sunday, U.S. President Donald J. Trump suggested that Kim Jong Un, the North Korean leader, could lose “everything” if he...",0.0,0.346,0.654,-0.6486,December
