index,link,title,description,positive,negative,neutral,compound,Month
46,https://www.thetimes.co.uk/article/christmas-gifts-from-kim-jong-un-new-missiles-and-old-insults-639g97gn8,Christmas gifts from Kim Jong-un: new missiles and old insults,"1 day ago · North Korea conducted a second large-scale suspected rocket engine test in less than a week early yesterday, bolstering fears that it is planning a return to firing...",0.0,0.237,0.763,-0.4215,December
47,https://nypost.com/2019/12/14/north-korea-stages-new-very-important-test-at-long-range-rocket-site/,North Korea stages new 'very important' test at long-range rocket site,1 day ago · The development comes as historic peace talks between the U.S. and North Korea have stalled. President Trump and North Korean dictator Kim Jong Un have...,0.173,0.0,0.827,0.2716,December
48,https://www.hindustantimes.com/world-news/refrain-from-provocations-if-you-want-a-peaceful-new-year-s-n-korea/story-WwYTQsQEYg95HVA4WxRkAP.html,'Refrain from provocations if you want a peaceful New Year': N. Korea,"1 day ago · North Korean leader Kim Jong Un has set a year-end deadline for talks with the United States, warning he may take an unspecified “new path” if concessions...",0.333,0.0,0.667,0.5423,December
49,https://time.com/5750200/north-korea-long-range-rocket/,North Korea Conducts Another 'Crucial Test' at Long-Range Rocket ...,"1 day ago · During a provocative run of weapons tests in 2017, Kim Jong Un conducted three flight tests of ICBMs that demonstrated potential range to reach deep into the...",0.0,0.0,1.0,0.0,December
50,https://www.dw.com/en/north-korea-conducts-crucial-test-at-missile-facility/a-51668566,North Korea conducts 'crucial test' at missile facility,"2 days ago · The country's leader, Kim Jong Un, has threatened the US with a ""Christmas gift"" ... UN Security Council resolutions ban Pyongyang from firing ballistic missiles.",0.0,0.0,1.0,0.0,December
51,https://www.timesrepublican.com/opinion/columnists/2019/12/us-blocks-examination-of-crimes-against-humanity/,"US blocks examination of Crimes Against Humanity | News, Sports, Jobs",2 days ago · It's easy to treat Kim Jong Un as a figure of ridicule. I've done it myself. His foreign ministry issues statements like this: “If any language and expressions stoking...,0.0,0.174,0.826,-0.2263,December
52,https://tylerpaper.com/opinion/columnists/mona-charen-trump-s-infatuation-with-kim-jong-un-excuses/article_bee86f84-1f59-11ea-bb03-1b3e49d31222.html,Mona Charen: Trump's infatuation with Kim Jong Un excuses North ...,2 days ago · He speaks of “falling in love” with Kim Jong Un. He appears to believe that his personal relationship with Kim can overcome the fundamental facts about the...,0.138,0.0,0.862,0.1531,December
53,https://www.express.co.uk/news/world/1217060/north-korea-news-us-kim-jong-un-donald-trump-un-security-council-meeting-ww3,North Korea in furious rant at US for “provocation” over UN Security ...,2 days ago · Pyongyang issued a scathing response to US efforts to unite the Security Council against potential provocations from Kim Jong-un's hermit state. An official said:...,0.13,0.33,0.541,-0.5719,December
54,https://time.com/5748958/north-korea-kim-jong-un-trump/,Is North Korea Getting Ready to Launch a New Missile?,"2 days ago · Reconnaissance of a North Korean launch site indicates that Kim Jong-Un may be preparing to test a long-range ballistic missile, three U.S. intelligence officials...",0.238,0.0,0.762,0.3612,December
55,https://www.insidesources.com/anxiously-awaiting-a-trump-kim-gift-exchange/,Anxiously Awaiting a Trump-Kim 'Gift' Exchange,"2 days ago · True, that armistice has worked a whole lot better than many a peace treaty, but the regime of Kim Jong-un, and a host of pro-Northers who support everything...",0.0,0.322,0.678,-0.2263,December
56,https://livingstonledger.com/us-commandos-who-killed-osama-bin-laden-readying-to-wipeout-kim-jong-un/,US commandos who KILLED Osama bin Laden readying to ...,2 days ago · Tensions have been rising with North Korea as while speaking at the UN. ... NORTH KOREA: Kim Jong-un is facing US Navy SEAL Team 6 who killed Osama...,0.0,0.368,0.632,-0.7378,December
57,https://www.cnsnews.com/article/international/patrick-goodenough/north-korean-regime-angered-us-decision-hints-it-may,"North Korean Regime, Angered by U.S. Decision, Hints It May ...","2 days ago · ... slammed a decision by the U.S. to convene a U.N. Security Council session focused on North Korea, saying the meeting – coming just weeks before Kim Jong...",0.0,0.248,0.752,-0.5106,December
58,https://thebulletin.org/2019/12/santa-kim-is-coming-to-town-with-north-korean-gifts-that-keep-on-giving/,Santa Kim is coming to town—with North Korean gifts that keep on ...,"2 days ago · Beyond using solid propellant, at least one of Kim's newly tested missiles this year has .... Kim Jong Un, however, does have leverage to engineer a crisis at an...",0.0,0.0,1.0,0.0,December
59,https://www.dailynk.com/english/kim-jong-un-flouts-his-own-rules-recent-mount-paektu-climb/,Kim Jong Un flouts his own rules in recent Mount Paektu climb ...,3 days ago · Photographs of North Korean leader Kim Jong Un ascending Mount Paektu recently published in Rodong Sinmun have come under criticism for embodying the...,0.0,0.0,1.0,0.0,December
60,https://www.scmp.com/news/asia/east-asia/article/3041923/how-kim-jong-un-kept-expanding-north-koreas-nuclear-arsenal,How Kim built North Korea's nuclear arsenal while appearing to ...,3 days ago · How Kim Jong-un kept expanding North Korea's nuclear arsenal while ... What's less clear is whether Kim's military could beat anti-missile systems and survive...,0.0,0.0,1.0,0.0,December
61,https://asapland.com/inflexible-kim-jong-un-pushes-north-korea-to-an-extreme-situation-and-a-possible-war/13016/,"Inflexible, Kim Jong-un pushes North Korea to an extreme situation ...","3 days ago · ""It's not too late. You can still prevent this situation from getting worse"" Karen Pierce, British ambassador to the United Nations (UN) was clear in his diagnosis:...",0.0,0.0,1.0,0.0,December
62,https://www.tetongravity.com/video/ski/video-kim-jong-un-unveils-new-north-korean-ski-resort,Video: Kim Jong-un Unveils New North Korean Ski Resort,"3 days ago · But don't let those other things distract you, as the Supreme Leader Kim Jong-un reminds us, especially when the nation just unveiled a brand-new ski resort.",0.0,0.0,1.0,0.0,December
63,https://www.oann.com/north-korean-defector-warns-president-trump-of-kim-jong-un-deception/,North Korean defector warns President Trump of Kim Jong-un ...,"3 days ago · A high-level North Korean defector is reportedly warning President Trump he is being tricked by Kim Jong-un. In a recent letter to the president, the unnamed...",0.0,0.35,0.65,-0.5106,December
64,https://www.rawstory.com/2019/12/trump-launches-medium-range-ballistic-missile-over-pacific-only-days-after-kim-jong-un-test/,Trump launches medium-range ballistic missile over Pacific — only ...,"3 days ago · ... medium-range ballistic missile over Pacific — only days after Kim Jong-un test ... Rejecting UN-backed sanctions, Pyongyang recently hinted that it may...",0.0,0.0,1.0,0.0,December
65,https://www.newsweek.com/trump-kim-year-end-pressure-new-tensions-1477022,"Donald Trump and Kim Jong Un Face Year-End Deal Pressure, But ...",3 days ago · President Donald Trump and North Korean supreme leader Kim Jong Un are both facing substantial pressure to come up with some sort of agreement to...,0.0,0.167,0.833,-0.296,December
